topology,run,phase,algo,u,v,cap_uniform,cap_before_stress,cap_after_stress,usage_routed,util_routed,usage_shortest_init,usage_routed_init,util_shortest_init,util_routed_init,violated,num_switches,switches,paths,ebc,is_stressed,stress_threshold,cap_change_pct,alpha,beta,link_sens,k_paths,load_sens,controller_sens
Palmetto,0,SM,B1,2,28,100600.0,193292.865,193292.865,107904.0,0.5582,107904.0,107904.0,0.5582,0.5582,0,5,"(31, 5)|(35, 4)|(28, 2)|(33, 5)|(29, 5)","(28, 2):28->2 || (29, 5):29->35->28->2->7->6->5 || (31, 5):31->28->2->7->6->5 || (33, 5):33->35->28->2->7->6->5 || (35, 4):35->28->2->1->4",0.153535,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Palmetto,0,SM,B1,2,7,100600.0,622911.522,622911.522,465664.0,0.7476,588672.0,588672.0,0.945,0.945,0,21,"(31, 5)|(12, 7)|(14, 7)|(19, 6)|(33, 5)|(38, 4)|(16, 7)|(40, 4)|(23, 6)|(17, 5)|(11, 7)|(39, 4)|(20, 6)|(18, 6)|(22, 6)|(27, 5)|(41, 4)|(24, 6)|(25, 5)|(26, 6)|(29, 5)","(11, 7):11->14->13->1->2->7 || (12, 7):12->14->13->1->2->7 || (14, 7):14->13->1->2->7 || (16, 7):16->15->3->4->1->2->7 || (17, 5):17->15->3->4->1->2->7->6->5 || (18, 6):18->17->15->3->4->1->2->7->6 || (19, 6):19->11->14->13->1->2->7->6 || (20, 6):20->19->11->14->13->1->2->7->6 || (22, 6):22->14->13->1->2->7->6 || (23, 6):23->21->20->19->11->14->13->1->2->7->6 || (24, 6):24->21->20->19->11->14->13->1->2->7->6 || (25, 5):25->21->20->19->11->14->13->1->2->7->6->5 || (26, 6):26->27->13->1->2->7->6 || (27, 5):27->13->1->2->7->6->5 || (29, 5):29->35->28->2->7->6->5 || (31, 5):31->28->2->7->6->5 || (33, 5):33->35->28->2->7->6->5 || (38, 4):38->5->6->7->2->1->4 || (39, 4):39->40->5->6->7->2->1->4 || (40, 4):40->5->6->7->2->1->4 || (41, 4):41->9->6->7->2->1->4",0.359596,1,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Palmetto,0,SM,B1,3,4,100600.0,252883.547,252883.547,142208.0,0.5623,142208.0,123008.0,0.5623,0.4864,0,6,"(16, 7)|(36, 4)|(18, 6)|(37, 1)|(17, 5)|(15, 2)","(15, 2):15->3->4->1->2 || (16, 7):16->15->3->4->1->2->7 || (17, 5):17->15->3->4->1->2->7->6->5 || (18, 6):18->17->15->3->4->1->2->7->6 || (36, 4):36->37->3->4 || (37, 1):37->3->4->1",0.174747,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Palmetto,0,SM,B1,3,37,100600.0,264928.309,264928.309,138752.0,0.5237,138752.0,164608.0,0.5237,0.6213,0,6,"(36, 4)|(42, 3)|(44, 3)|(45, 3)|(43, 3)|(37, 1)","(36, 4):36->37->3->4 || (37, 1):37->3->4->1 || (42, 3):42->44->37->3 || (43, 3):43->44->37->3 || (44, 3):44->37->3 || (45, 3):45->36->37->3",0.082828,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Palmetto,0,SM,B1,3,15,100600.0,134275.914,134275.914,87040.0,0.6482,87040.0,41984.0,0.6482,0.3127,0,4,"(16, 7)|(17, 5)|(18, 6)|(15, 2)","(15, 2):15->3->4->1->2 || (16, 7):16->15->3->4->1->2->7 || (17, 5):17->15->3->4->1->2->7->6->5 || (18, 6):18->17->15->3->4->1->2->7->6",0.087879,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Palmetto,0,SM,B1,5,40,100600.0,89747.848,89747.848,49152.0,0.5477,49152.0,49152.0,0.5477,0.5477,0,2,"(40, 4)|(39, 4)","(39, 4):39->40->5->6->7->2->1->4 || (40, 4):40->5->6->7->2->1->4",0.082828,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Palmetto,0,SM,B1,5,38,100600.0,61210.252,61210.252,47616.0,0.7779,47616.0,47616.0,0.7779,0.7779,0,2,"(30, 5)|(38, 4)","(30, 5):30->38->5 || (38, 4):38->5->6->7->2->1->4",0.082828,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Palmetto,0,SM,B1,5,6,100600.0,288109.569,288109.569,201600.0,0.6997,234496.0,234496.0,0.8139,0.8139,0,9,"(31, 5)|(40, 4)|(27, 5)|(39, 4)|(25, 5)|(33, 5)|(17, 5)|(29, 5)|(38, 4)","(17, 5):17->15->3->4->1->2->7->6->5 || (25, 5):25->21->20->19->11->14->13->1->2->7->6->5 || (27, 5):27->13->1->2->7->6->5 || (29, 5):29->35->28->2->7->6->5 || (31, 5):31->28->2->7->6->5 || (33, 5):33->35->28->2->7->6->5 || (38, 4):38->5->6->7->2->1->4 || (39, 4):39->40->5->6->7->2->1->4 || (40, 4):40->5->6->7->2->1->4",0.20202,1,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Palmetto,0,SM,B1,6,9,100600.0,74343.742,74343.742,47744.0,0.6422,47744.0,47744.0,0.6422,0.6422,0,2,"(9, 7)|(41, 4)","(9, 7):9->6->7 || (41, 4):41->9->6->7->2->1->4",0.133333,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Palmetto,0,SM,B1,6,10,100600.0,35287.657,35287.657,23424.0,0.6638,23424.0,23424.0,0.6638,0.6638,0,1,"(10, 7)","(10, 7):10->6->7",0.038384,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Palmetto,0,SM,B1,6,7,100600.0,528004.416,528004.416,432640.0,0.8194,510464.0,510464.0,0.9668,0.9668,0,19,"(31, 5)|(19, 6)|(33, 5)|(38, 4)|(40, 4)|(23, 6)|(17, 5)|(9, 7)|(39, 4)|(20, 6)|(18, 6)|(22, 6)|(27, 5)|(41, 4)|(10, 7)|(24, 6)|(25, 5)|(26, 6)|(29, 5)","(9, 7):9->6->7 || (10, 7):10->6->7 || (17, 5):17->15->3->4->1->2->7->6->5 || (18, 6):18->17->15->3->4->1->2->7->6 || (19, 6):19->11->14->13->1->2->7->6 || (20, 6):20->19->11->14->13->1->2->7->6 || (22, 6):22->14->13->1->2->7->6 || (23, 6):23->21->20->19->11->14->13->1->2->7->6 || (24, 6):24->21->20->19->11->14->13->1->2->7->6 || (25, 5):25->21->20->19->11->14->13->1->2->7->6->5 || (26, 6):26->27->13->1->2->7->6 || (27, 5):27->13->1->2->7->6->5 || (29, 5):29->35->28->2->7->6->5 || (31, 5):31->28->2->7->6->5 || (33, 5):33->35->28->2->7->6->5 || (38, 4):38->5->6->7->2->1->4 || (39, 4):39->40->5->6->7->2->1->4 || (40, 4):40->5->6->7->2->1->4 || (41, 4):41->9->6->7->2->1->4",0.310101,1,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Palmetto,0,SM,B1,6,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Palmetto,0,SM,B1,7,8,100600.0,54570.258,54570.258,28160.0,0.516,28160.0,28160.0,0.516,0.516,0,1,"(8, 7)","(8, 7):8->7",0.031313,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Palmetto,0,SM,B1,9,41,100600.0,48437.154,48437.154,23296.0,0.481,23296.0,23296.0,0.481,0.481,0,1,"(41, 4)","(41, 4):41->9->6->7->2->1->4",0.105051,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Palmetto,0,SM,B1,9,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Palmetto,0,SM,B1,11,19,100600.0,254976.156,254976.156,146560.0,0.5748,146560.0,96768.0,0.5748,0.3795,0,6,"(24, 6)|(19, 6)|(21, 2)|(25, 5)|(20, 6)|(23, 6)","(19, 6):19->11->14->13->1->2->7->6 || (20, 6):20->19->11->14->13->1->2->7->6 || (21, 2):21->20->19->11->14->13->1->2 || (23, 6):23->21->20->19->11->14->13->1->2->7->6 || (24, 6):24->21->20->19->11->14->13->1->2->7->6 || (25, 5):25->21->20->19->11->14->13->1->2->7->6->5",0.177778,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Palmetto,0,SM,B1,11,14,100600.0,255533.884,255533.884,169600.0,0.6637,169600.0,119808.0,0.6637,0.4689,0,7,"(11, 7)|(24, 6)|(19, 6)|(21, 2)|(25, 5)|(20, 6)|(23, 6)","(11, 7):11->14->13->1->2->7 || (19, 6):19->11->14->13->1->2->7->6 || (20, 6):20->19->11->14->13->1->2->7->6 || (21, 2):21->20->19->11->14->13->1->2 || (23, 6):23->21->20->19->11->14->13->1->2->7->6 || (24, 6):24->21->20->19->11->14->13->1->2->7->6 || (25, 5):25->21->20->19->11->14->13->1->2->7->6->5",0.20202,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Palmetto,0,SM,B1,12,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Palmetto,0,SM,B1,12,14,100600.0,33795.721,33795.721,15488.0,0.4583,15488.0,15488.0,0.4583,0.4583,0,1,"(12, 7)","(12, 7):12->14->13->1->2->7",0.032323,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Palmetto,0,SM,B1,13,27,100600.0,114358.667,114358.667,87424.0,0.7645,87424.0,110336.0,0.7645,0.9648,0,4,"(34, 4)|(26, 6)|(27, 5)|(32, 2)","(26, 6):26->27->13->1->2->7->6 || (27, 5):27->13->1->2->7->6->5 || (32, 2):32->27->13->1->2 || (34, 4):34->32->27->13->1->4",0.127273,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Palmetto,0,SM,B1,13,14,100600.0,232960.008,232960.008,226816.0,0.9736,226816.0,223104.0,0.9736,0.9577,0,10,"(11, 7)|(12, 7)|(14, 7)|(24, 6)|(19, 6)|(21, 2)|(25, 5)|(20, 6)|(23, 6)|(22, 6)","(11, 7):11->14->13->1->2->7 || (12, 7):12->14->13->1->2->7 || (14, 7):14->13->1->2->7 || (19, 6):19->11->14->13->1->2->7->6 || (20, 6):20->19->11->14->13->1->2->7->6 || (21, 2):21->20->19->11->14->13->1->2 || (22, 6):22->14->13->1->2->7->6 || (23, 6):23->21->20->19->11->14->13->1->2->7->6 || (24, 6):24->21->20->19->11->14->13->1->2->7->6 || (25, 5):25->21->20->19->11->14->13->1->2->7->6->5",0.219192,1,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Palmetto,0,SM,B1,14,22,100600.0,30177.972,30177.972,22912.0,0.7592,22912.0,23936.0,0.7592,0.7932,0,1,"(22, 6)","(22, 6):22->14->13->1->2->7->6",0.030303,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Palmetto,0,SM,B1,14,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Palmetto,0,SM,B1,15,17,100600.0,56531.566,56531.566,39552.0,0.6996,39552.0,39552.0,0.6996,0.6996,0,2,"(17, 5)|(18, 6)","(17, 5):17->15->3->4->1->2->7->6->5 || (18, 6):18->17->15->3->4->1->2->7->6",0.065657,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Palmetto,0,SM,B1,15,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Palmetto,0,SM,B1,15,16,100600.0,30938.673,30938.673,23552.0,0.7612,23552.0,23552.0,0.7612,0.7612,0,1,"(16, 7)","(16, 7):16->15->3->4->1->2->7",0.031313,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Palmetto,0,SM,B1,16,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Palmetto,0,SM,B1,17,18,100600.0,31591.044,31591.044,21120.0,0.6685,21120.0,21120.0,0.6685,0.6685,0,1,"(18, 6)","(18, 6):18->17->15->3->4->1->2->7->6",0.041414,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Palmetto,0,SM,B1,18,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Palmetto,0,SM,B1,18,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Palmetto,0,SM,B1,18,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Palmetto,0,SM,B1,19,20,100600.0,181900.638,181900.638,124672.0,0.6854,124672.0,74880.0,0.6854,0.4117,0,5,"(24, 6)|(21, 2)|(25, 5)|(20, 6)|(23, 6)","(20, 6):20->19->11->14->13->1->2->7->6 || (21, 2):21->20->19->11->14->13->1->2 || (23, 6):23->21->20->19->11->14->13->1->2->7->6 || (24, 6):24->21->20->19->11->14->13->1->2->7->6 || (25, 5):25->21->20->19->11->14->13->1->2->7->6->5",0.150505,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Palmetto,0,SM,B1,20,21,100600.0,138349.316,138349.316,99968.0,0.7226,99968.0,50176.0,0.7226,0.3627,0,4,"(21, 2)|(23, 6)|(25, 5)|(24, 6)","(21, 2):21->20->19->11->14->13->1->2 || (23, 6):23->21->20->19->11->14->13->1->2->7->6 || (24, 6):24->21->20->19->11->14->13->1->2->7->6 || (25, 5):25->21->20->19->11->14->13->1->2->7->6->5",0.114141,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Palmetto,0,SM,B1,21,25,100600.0,37196.825,37196.825,23936.0,0.6435,23936.0,0.0,0.6435,0.0,0,1,"(25, 5)","(25, 5):25->21->20->19->11->14->13->1->2->7->6->5",0.032323,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Palmetto,0,SM,B1,21,23,100600.0,45086.861,45086.861,25856.0,0.5735,25856.0,0.0,0.5735,0.0,0,1,"(23, 6)","(23, 6):23->21->20->19->11->14->13->1->2->7->6",0.027273,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Palmetto,0,SM,B1,21,24,100600.0,49803.891,49803.891,23680.0,0.4755,23680.0,23680.0,0.4755,0.4755,0,1,"(24, 6)","(24, 6):24->21->20->19->11->14->13->1->2->7->6",0.044444,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Palmetto,0,SM,B1,22,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Palmetto,0,SM,B1,22,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Palmetto,0,SM,B1,23,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Palmetto,0,SM,B1,26,27,100600.0,29336.564,29336.564,19712.0,0.6719,19712.0,19712.0,0.6719,0.6719,0,1,"(26, 6)","(26, 6):26->27->13->1->2->7->6",0.044444,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Palmetto,0,SM,B1,27,32,100600.0,79780.379,79780.379,46080.0,0.5776,46080.0,68992.0,0.5776,0.8648,0,2,"(34, 4)|(32, 2)","(32, 2):32->27->13->1->2 || (34, 4):34->32->27->13->1->4",0.084848,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Palmetto,0,SM,B1,28,35,100600.0,103539.26,103539.26,63616.0,0.6144,63616.0,63616.0,0.6144,0.6144,0,3,"(35, 4)|(29, 5)|(33, 5)","(29, 5):29->35->28->2->7->6->5 || (33, 5):33->35->28->2->7->6->5 || (35, 4):35->28->2->1->4",0.110101,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Palmetto,0,SM,B1,28,31,100600.0,27368.355,27368.355,19968.0,0.7296,19968.0,19968.0,0.7296,0.7296,0,1,"(31, 5)","(31, 5):31->28->2->7->6->5",0.043434,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Palmetto,0,SM,B1,29,35,100600.0,29786.642,29786.642,20736.0,0.6962,20736.0,20736.0,0.6962,0.6962,0,1,"(29, 5)","(29, 5):29->35->28->2->7->6->5",0.043434,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Palmetto,0,SM,B1,29,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Palmetto,0,SM,B1,30,38,100600.0,41707.665,41707.665,24832.0,0.5954,24832.0,24832.0,0.5954,0.5954,0,1,"(30, 5)","(30, 5):30->38->5",0.044444,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Palmetto,0,SM,B1,32,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Palmetto,0,SM,B1,32,34,100600.0,46689.463,46689.463,19072.0,0.4085,19072.0,19072.0,0.4085,0.4085,0,1,"(34, 4)","(34, 4):34->32->27->13->1->4",0.025253,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Palmetto,0,SM,B1,33,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Palmetto,0,SM,B1,33,35,100600.0,34915.421,34915.421,24960.0,0.7149,24960.0,24960.0,0.7149,0.7149,0,1,"(33, 5)","(33, 5):33->35->28->2->7->6->5",0.050505,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Palmetto,0,SM,B1,34,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Palmetto,0,SM,B1,36,37,100600.0,78655.349,78655.349,44288.0,0.5631,44288.0,70144.0,0.5631,0.8918,0,2,"(36, 4)|(45, 3)","(36, 4):36->37->3->4 || (45, 3):45->36->37->3",0.057576,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Palmetto,0,SM,B1,36,45,100600.0,52442.415,52442.415,24576.0,0.4686,24576.0,24576.0,0.4686,0.4686,0,1,"(45, 3)","(45, 3):45->36->37->3",0.031313,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Palmetto,0,SM,B1,37,44,100600.0,81175.576,81175.576,59008.0,0.7269,59008.0,59008.0,0.7269,0.7269,0,3,"(43, 3)|(44, 3)|(42, 3)","(42, 3):42->44->37->3 || (43, 3):43->44->37->3 || (44, 3):44->37->3",0.065657,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Palmetto,0,SM,B1,38,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Palmetto,0,SM,B1,39,40,100600.0,55489.388,55489.388,23680.0,0.4267,23680.0,23680.0,0.4267,0.4267,0,1,"(39, 4)","(39, 4):39->40->5->6->7->2->1->4",0.044444,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Palmetto,0,SM,B1,41,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Palmetto,0,SM,B1,42,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Palmetto,0,SM,B1,42,44,100600.0,29504.879,29504.879,20608.0,0.6985,20608.0,20608.0,0.6985,0.6985,0,1,"(42, 3)","(42, 3):42->44->37->3",0.040404,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Palmetto,0,SM,B1,43,44,100600.0,37435.098,37435.098,20736.0,0.5539,20736.0,20736.0,0.5539,0.5539,0,1,"(43, 3)","(43, 3):43->44->37->3",0.020202,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Palmetto,0,SM,B1,44,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Bellcanada,0,INIT,MCF_PATH,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Bellcanada,0,INIT,MCF_PATH,2,3,100600.0,447820.826,447820.826,289920.0,0.6474,311168.0,289920.0,0.6948,0.6474,0,13,11|12|14|15|16|17|18|19|20|21|22|23|24,11:11->20->19->18->17->15->14->30->44->45->46->47->3->2->7->8 || 12:12->22->17->15->14->30->35->46->47->3->2->7->8 || 14:14->30->44->45->46->47->3->2->7->8 || 15:15->14->30->44->45->46->47->3->2->7->8 || 16:16->15->14->30->44->45->46->47->3->2->7->8 || 17:17->15->14->30->44->45->46->47->3->2->7 || 18:18->17->15->14->30->44->45->46->47->3->2->7 || 19:19->18->17->15->14->30->44->45->46->47->3->2->7 || 20:20->19->18->17->15->14->30->44->45->46->47->3->2->7 || 21:21->24->17->15->14->30->44->45->46->47->3->2->7 || 22:22->17->15->14->30->44->45->46->47->3->2->7 || 23:23->21->24->17->15->14->30->44->45->46->47->3->2->7 || 24:24->17->15->14->30->44->45->46->47->3->2->7,0.092199,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Bellcanada,0,INIT,MCF_PATH,2,7,100600.0,542386.727,542386.727,289920.0,0.5345,311168.0,289920.0,0.5737,0.5345,0,13,11|12|14|15|16|17|18|19|20|21|22|23|24,11:11->20->19->18->17->15->14->30->44->45->46->47->3->2->7->8 || 12:12->22->17->15->14->30->35->46->47->3->2->7->8 || 14:14->30->44->45->46->47->3->2->7->8 || 15:15->14->30->44->45->46->47->3->2->7->8 || 16:16->15->14->30->44->45->46->47->3->2->7->8 || 17:17->15->14->30->44->45->46->47->3->2->7 || 18:18->17->15->14->30->44->45->46->47->3->2->7 || 19:19->18->17->15->14->30->44->45->46->47->3->2->7 || 20:20->19->18->17->15->14->30->44->45->46->47->3->2->7 || 21:21->24->17->15->14->30->44->45->46->47->3->2->7 || 22:22->17->15->14->30->44->45->46->47->3->2->7 || 23:23->21->24->17->15->14->30->44->45->46->47->3->2->7 || 24:24->17->15->14->30->44->45->46->47->3->2->7,0.070035,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Bellcanada,0,INIT,MCF_PATH,3,4,100600.0,447896.55,447896.55,180736.0,0.4035,180736.0,180736.0,0.4035,0.4035,0,8,41|42|43|44|45|46|47|48,41:41->13->29->30->44->45->46->47->3->4 || 42:42->43->35->46->47->3->4 || 43:43->35->30->44->45->46->47->3->4 || 44:44->45->46->47->3->4 || 45:45->46->47->3->4 || 46:46->47->3->4 || 47:47->3->4 || 48:48->46->47->3->4,0.041667,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Bellcanada,0,INIT,MCF_PATH,3,5,100600.0,120148.827,120148.827,67328.0,0.5604,67072.0,67328.0,0.5582,0.5604,0,3,40|25|35,25:25->26->22->17->15->14->30->44->45->46->47->3->5->6 || 35:35->46->47->3->5 || 40:40->3->5,0.058511,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Bellcanada,0,INIT,MCF_PATH,3,40,100600.0,102367.911,102367.911,25472.0,0.2488,73472.0,25472.0,0.7177,0.2488,0,1,40,40:40->3->5,0.065603,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Bellcanada,0,INIT,MCF_PATH,3,47,100600.0,552338.654,552338.654,512512.0,0.9279,485504.0,512512.0,0.879,0.9279,0,23,11|12|14|15|16|17|18|19|20|21|22|23|24|25|35|41|42|43|44|45|46|47|48,11:11->20->19->18->17->15->14->30->44->45->46->47->3->2->7->8 || 12:12->22->17->15->14->30->35->46->47->3->2->7->8 || 14:14->30->44->45->46->47->3->2->7->8 || 15:15->14->30->44->45->46->47->3->2->7->8 || 16:16->15->14->30->44->45->46->47->3->2->7->8 || 17:17->15->14->30->44->45->46->47->3->2->7 || 18:18->17->15->14->30->44->45->46->47->3->2->7 || 19:19->18->17->15->14->30->44->45->46->47->3->2->7 || 20:20->19->18->17->15->14->30->44->45->46->47->3->2->7 || 21:21->24->17->15->14->30->44->45->46->47->3->2->7 || 22:22->17->15->14->30->44->45->46->47->3->2->7 || 23:23->21->24->17->15->14->30->44->45->46->47->3->2->7 || 24:24->17->15->14->30->44->45->46->47->3->2->7 || 25:25->26->22->17->15->14->30->44->45->46->47->3->5->6 || 35:35->46->47->3->5 || 41:41->13->29->30->44->45->46->47->3->4 || 42:42->43->35->46->47->3->4 || 43:43->35->30->44->45->46->47->3->4 || 44:44->45->46->47->3->4 || 45:45->46->47->3->4 || 46:46->47->3->4 || 47:47->3->4 || 48:48->46->47->3->4,0.195922,1,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Bellcanada,0,INIT,MCF_PATH,5,34,100600.0,324317.22,324317.22,214784.0,0.6623,169856.0,214784.0,0.5237,0.6623,0,9,33|34|36|37|38|39|9|10|13,9:9->34->5->8 || 10:10->9->34->5->8 || 13:13->41->36->32->34->5->8 || 33:33->31->34->5 || 34:34->5 || 36:36->37->32->34->5 || 37:37->32->34->5 || 38:38->32->34->5 || 39:39->28->34->5,0.054965,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Bellcanada,0,INIT,MCF_PATH,5,6,100600.0,33656.283,33656.283,23936.0,0.7112,0.0,23936.0,0.0,0.7112,0,1,25,25:25->26->22->17->15->14->30->44->45->46->47->3->5->6,0.007092,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Bellcanada,0,INIT,MCF_PATH,5,8,100600.0,73851.752,73851.752,69120.0,0.9359,47872.0,69120.0,0.6482,0.9359,0,3,9|10|13,9:9->34->5->8 || 10:10->9->34->5->8 || 13:13->41->36->32->34->5->8,0.027482,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Bellcanada,0,INIT,MCF_PATH,6,9,100600.0,332581.217,332581.217,158208.0,0.4757,182144.0,158208.0,0.5477,0.4757,0,7,32|26|27|28|29|30|31,26:26->22->17->15->13->41->36->37->32->34->9->6 || 27:27->28->9->6 || 28:28->9->6 || 29:29->30->44->45->46->48->39->28->9->6 || 30:30->44->45->46->48->39->28->9->6 || 31:31->34->9->6 || 32:32->34->9->6,0.034574,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Bellcanada,0,INIT,MCF_PATH,7,8,100600.0,162075.534,162075.534,104832.0,0.6468,126080.0,104832.0,0.7779,0.6468,0,5,11|12|14|15|16,11:11->20->19->18->17->15->14->30->44->45->46->47->3->2->7->8 || 12:12->22->17->15->14->30->35->46->47->3->2->7->8 || 14:14->30->44->45->46->47->3->2->7->8 || 15:15->14->30->44->45->46->47->3->2->7->8 || 16:16->15->14->30->44->45->46->47->3->2->7->8,0.049645,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
Bellcanada,0,INIT,MCF_PATH,9,10,100600.0,57242.556,57242.556,23424.0,0.4092,23424.0,23424.0,0.4092,0.4092,0,1,10,10:10->9->34->5->8,0.041667,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
