topology,run,phase,algo,u,v,cap_uniform,cap_before_stress,cap_after_stress,usage_routed,util_routed,usage_shortest_init,usage_routed_init,util_shortest_init,util_routed_init,violated,num_switches,switches,paths,ebc,is_stressed,stress_threshold,cap_change_pct,alpha,beta,link_sens,k_paths,load_sens,controller_sens
AttMpls,1,SM,B3,9,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,B3,9,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,B3,10,14,100600.0,125568.654,125568.654,68608.0,0.5464,119680.0,99200.0,0.9531,0.79,0,3,25|12|13,12:12->14->10->4 || 13:13->14->10->3 || 25:25->13->14->10->3,0.05,1,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,B3,10,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,B3,10,23,100600.0,120840.361,120840.361,53248.0,0.4406,53248.0,73728.0,0.4406,0.6101,0,2,24|23,23:23->10->4->7->2 || 24:24->23->10->4->7->2,0.04,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,B3,11,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,B3,11,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,B3,11,15,100600.0,45238.756,45238.756,24704.0,0.5461,0.0,0.0,0.0,0.0,0,1,11,11:11->15->6->8->1,0.046667,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,B3,12,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,B3,12,14,100600.0,65285.817,65285.817,26496.0,0.4058,26496.0,26496.0,0.4058,0.4058,0,1,12,12:12->14->10->4,0.06,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,B3,12,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,B3,13,25,100600.0,30760.548,30760.548,20480.0,0.6658,20480.0,0.0,0.6658,0.0,0,1,25,25:25->13->14->10->3,0.086667,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,B3,13,14,100600.0,53349.987,53349.987,42112.0,0.7894,42112.0,21632.0,0.7894,0.4055,0,2,25|13,13:13->14->10->3 || 25:25->13->14->10->3,0.086667,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,B3,14,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,B3,14,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,B3,14,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,B3,14,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,B3,16,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,B3,16,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,B3,16,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,B3,17,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,B3,18,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,B3,18,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,B3,18,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,B3,18,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,B3,18,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,B3,19,22,100600.0,36289.068,36289.068,24704.0,0.6808,24704.0,24704.0,0.6808,0.6808,0,1,19,19:19->22->3,0.043333,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,B3,20,21,100600.0,50371.497,50371.497,28928.0,0.5743,28928.0,28928.0,0.5743,0.5743,0,1,20,20:20->21->3->1,0.036667,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,B3,22,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,B3,23,24,100600.0,44390.613,44390.613,22656.0,0.5104,22656.0,22656.0,0.5104,0.5104,0,1,24,24:24->23->10->4->7->2,0.063333,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,B3,23,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,B3,24,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,MCF_ARC,1,2,100600.0,86384.3,86384.3,54452.298,0.6303,52608.0,52608.0,0.609,0.609,0,2,21|22,21:21->3->1->2 || 22:22->16->17->10->4->7->1->2,0.06,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,MCF_ARC,1,3,100600.0,103633.892,103633.892,58036.298,0.56,52608.0,52608.0,0.5076,0.5076,0,2,20|21,20:20->21->3->1 || 21:21->3->1->2,0.053333,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,MCF_ARC,1,7,100600.0,60592.34,60592.34,59137.555,0.976,0.0,0.0,0.0,0.0,0,2,14|22,14:14->9->4->7->1 || 22:22->16->17->10->4->7->1->2,0.02,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,MCF_ARC,1,8,100600.0,46206.445,46206.445,46206.445,1.0,0.0,0.0,0.0,0.0,0,2,8|6,6:6->8->1 || 8:8->1,0.06,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,MCF_ARC,2,7,100600.0,126512.597,126512.597,51403.702,0.4063,53248.0,53248.0,0.4209,0.4209,0,2,24|23,23:23->14->6->8->7->2 || 24:24->23->22->3->4->7->2,0.02,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,MCF_ARC,3,4,100600.0,45760.16,45760.16,30081.555,0.6574,0.0,0.0,0.0,0.0,0,1,24,24:24->23->22->3->4->7->2,0.026667,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,MCF_ARC,3,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,MCF_ARC,3,10,100600.0,100270.335,100270.335,29057.555,0.2898,84992.0,84992.0,0.8476,0.8476,0,1,13,13:13->14->10->3,0.053333,1,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,MCF_ARC,3,16,100600.0,50993.85,50993.85,40960.0,0.8032,26368.0,26368.0,0.5171,0.5171,0,2,16|17,16:16->3 || 17:17->16->3,0.02,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,MCF_ARC,3,17,100600.0,29471.868,29471.868,16512.0,0.5603,14592.0,14592.0,0.4951,0.4951,0,1,15,15:15->11->14->17->3,0.023333,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,MCF_ARC,3,18,100600.0,35706.43,35706.43,21760.0,0.6094,21760.0,21760.0,0.6094,0.6094,0,1,18,18:18->3,0.02,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,MCF_ARC,3,21,100600.0,60627.15,60627.15,56192.0,0.9268,56192.0,56192.0,0.9268,0.9268,0,2,20|21,20:20->21->3->1 || 21:21->3->1->2,0.073333,1,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,MCF_ARC,3,22,100600.0,121035.206,121035.206,69684.298,0.5757,50048.0,50048.0,0.4135,0.4135,0,3,24|25|19,19:19->22->3 || 24:24->23->22->3->4->7->2 || 25:25->23->22->3,0.046667,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,MCF_ARC,4,9,100600.0,93438.739,93438.739,75520.0,0.8082,48512.0,48512.0,0.5192,0.5192,0,3,9|12|14,9:9->4 || 12:12->13->14->9->4 || 14:14->9->4->7->1,0.02,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,MCF_ARC,4,10,100600.0,148970.106,148970.106,67968.0,0.4563,122368.0,122368.0,0.8214,0.8214,0,3,10|11|22,10:10->4 || 11:11->12->14->10->4 || 22:22->16->17->10->4->7->1->2,0.06,1,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,MCF_ARC,4,7,100600.0,153062.595,153062.595,126721.555,0.8279,125952.0,125952.0,0.8229,0.8229,0,5,5|7|14|22|24,5:5->8->7->4 || 7:7->4 || 14:14->9->4->7->1 || 22:22->16->17->10->4->7->1->2 || 24:24->23->22->3->4->7->2,0.06,1,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,MCF_ARC,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,MCF_ARC,5,8,100600.0,36516.079,36516.079,22144.0,0.6064,22144.0,22144.0,0.6064,0.6064,0,1,5,5:5->8->7->4,0.026667,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,MCF_ARC,6,8,100600.0,63646.955,63646.955,62029.257,0.9746,0.0,0.0,0.0,0.0,0,2,6|23,6:6->8->1 || 23:23->14->6->8->7->2,0.103333,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,MCF_ARC,6,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,MCF_ARC,6,10,100600.0,23711.638,23711.638,11560.087,0.4875,16512.0,16512.0,0.6964,0.6964,0,0,,,0.056667,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,MCF_ARC,6,14,100600.0,34546.543,34546.543,28747.702,0.8321,0.0,0.0,0.0,0.0,0,1,23,23:23->14->6->8->7->2,0.106667,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,MCF_ARC,6,15,100600.0,20656.744,20656.744,4134.531,0.2002,16512.0,16512.0,0.7994,0.7994,0,0,,,0.06,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,MCF_ARC,7,8,100600.0,73746.399,73746.399,50891.702,0.6901,49920.0,49920.0,0.6769,0.6769,0,2,5|23,5:5->8->7->4 || 23:23->14->6->8->7->2,0.076667,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,MCF_ARC,9,10,100600.0,54539.244,54539.244,4134.531,0.0758,0.0,0.0,0.0,0.0,0,0,,,0.036667,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,MCF_ARC,9,14,100600.0,48729.469,48729.469,48729.469,1.0,0.0,0.0,0.0,0.0,0,2,12|14,12:12->13->14->9->4 || 14:14->9->4->7->1,0.016667,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,MCF_ARC,10,14,100600.0,125568.654,125568.654,46336.0,0.369,119680.0,99200.0,0.9531,0.79,0,2,11|13,11:11->12->14->10->4 || 13:13->14->10->3,0.05,1,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,MCF_ARC,10,17,100600.0,50801.511,50801.511,25344.0,0.4989,0.0,0.0,0.0,0.0,0,1,22,22:22->16->17->10->4->7->1->2,0.063333,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,MCF_ARC,10,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,MCF_ARC,11,12,100600.0,42789.06,42789.06,24704.0,0.5773,0.0,0.0,0.0,0.0,0,1,11,11:11->12->14->10->4,0.013333,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,MCF_ARC,11,14,100600.0,31978.685,31978.685,20646.531,0.6456,24704.0,24704.0,0.7725,0.7725,0,1,15,15:15->11->14->17->3,0.066667,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,MCF_ARC,11,15,100600.0,45238.756,45238.756,20646.531,0.4564,0.0,0.0,0.0,0.0,0,1,15,15:15->11->14->17->3,0.046667,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,MCF_ARC,12,13,100600.0,41572.461,41572.461,26496.0,0.6373,0.0,0.0,0.0,0.0,0,1,12,12:12->13->14->9->4,0.033333,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,MCF_ARC,12,14,100600.0,65285.817,65285.817,24704.0,0.3784,26496.0,26496.0,0.4058,0.4058,0,1,11,11:11->12->14->10->4,0.06,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,MCF_ARC,12,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,MCF_ARC,13,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,MCF_ARC,13,14,100600.0,53349.987,53349.987,48128.0,0.9021,42112.0,21632.0,0.7894,0.4055,0,2,12|13,12:12->13->14->9->4 || 13:13->14->10->3,0.086667,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,MCF_ARC,14,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,MCF_ARC,14,17,100600.0,57528.599,57528.599,16512.0,0.287,0.0,0.0,0.0,0.0,0,1,15,15:15->11->14->17->3,0.016667,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,MCF_ARC,14,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,MCF_ARC,14,23,100600.0,48270.114,48270.114,28747.702,0.5956,0.0,0.0,0.0,0.0,0,1,23,23:23->14->6->8->7->2,0.033333,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,MCF_ARC,16,17,100600.0,55620.24,55620.24,39936.0,0.718,0.0,0.0,0.0,0.0,0,2,17|22,17:17->16->3 || 22:22->16->17->10->4->7->1->2,0.056667,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,MCF_ARC,16,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,MCF_ARC,16,22,100600.0,58681.362,58681.362,25344.0,0.4319,0.0,0.0,0.0,0.0,0,1,22,22:22->16->17->10->4->7->1->2,0.073333,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,MCF_ARC,17,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,MCF_ARC,18,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,MCF_ARC,18,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,MCF_ARC,18,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,MCF_ARC,18,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,MCF_ARC,18,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,MCF_ARC,19,22,100600.0,36289.068,36289.068,24704.0,0.6808,24704.0,24704.0,0.6808,0.6808,0,1,19,19:19->22->3,0.043333,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,MCF_ARC,20,21,100600.0,50371.497,50371.497,28928.0,0.5743,28928.0,28928.0,0.5743,0.5743,0,1,20,20:20->21->3->1,0.036667,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,MCF_ARC,22,23,100600.0,44980.298,44980.298,44980.298,1.0,0.0,0.0,0.0,0.0,1,2,24|25,24:24->23->22->3->4->7->2 || 25:25->23->22->3,0.033333,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,MCF_ARC,23,24,100600.0,44390.613,44390.613,22656.0,0.5104,22656.0,22656.0,0.5104,0.5104,0,1,24,24:24->23->22->3->4->7->2,0.063333,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,MCF_ARC,23,25,100600.0,33553.491,33553.491,20480.0,0.6104,0.0,20480.0,0.0,0.6104,0,1,25,25:25->23->22->3,0.043333,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,1,SM,MCF_ARC,24,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,2,INIT,MCF_PATH,1,2,100600.0,77558.852,77558.852,52736.0,0.6799,75008.0,52736.0,0.9671,0.6799,0,2,25|20,20:20->21->3->1->2 || 25:25->23->10->3->1->2,0.06,1,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,2,INIT,MCF_PATH,1,3,100600.0,119659.087,119659.087,52736.0,0.4407,53632.0,52736.0,0.4482,0.4407,0,2,25|20,20:20->21->3->1->2 || 25:25->23->10->3->1->2,0.053333,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,2,INIT,MCF_PATH,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,2,INIT,MCF_PATH,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,2,INIT,MCF_PATH,2,7,100600.0,79206.118,79206.118,62080.0,0.7838,39808.0,62080.0,0.5026,0.7838,0,3,24|22|23,22:22->3->7->2 || 23:23->10->4->7->2 || 24:24->23->10->4->7->2,0.02,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,2,INIT,MCF_PATH,3,4,100600.0,21767.697,21767.697,16640.0,0.7644,16640.0,16640.0,0.7644,0.7644,0,1,21,21:21->3->4,0.026667,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,2,INIT,MCF_PATH,3,7,100600.0,36695.505,36695.505,22272.0,0.6069,0.0,22272.0,0.0,0.6069,0,1,22,22:22->3->7->2,0.063333,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,2,INIT,MCF_PATH,3,10,100600.0,83271.579,83271.579,68992.0,0.8285,68864.0,68992.0,0.827,0.8285,0,3,25|14|15,14:14->10->3 || 15:15->6->10->3 || 25:25->23->10->3->1->2,0.053333,1,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,2,INIT,MCF_PATH,3,16,100600.0,35504.834,35504.834,27904.0,0.7859,27904.0,27904.0,0.7859,0.7859,0,1,16,16:16->3,0.02,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,2,INIT,MCF_PATH,3,17,100600.0,43031.474,43031.474,42496.0,0.9876,21248.0,42496.0,0.4938,0.9876,0,2,17|13,13:13->14->17->3 || 17:17->3,0.023333,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,2,INIT,MCF_PATH,3,18,100600.0,41682.281,41682.281,26752.0,0.6418,26752.0,26752.0,0.6418,0.6418,0,1,18,18:18->3,0.02,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,2,INIT,MCF_PATH,3,21,100600.0,107791.463,107791.463,48000.0,0.4453,48000.0,48000.0,0.4453,0.4453,0,2,20|21,20:20->21->3->1->2 || 21:21->3->4,0.073333,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,2,INIT,MCF_PATH,3,22,100600.0,57927.759,57927.759,41984.0,0.7248,41984.0,41984.0,0.7248,0.7248,0,2,19|22,19:19->22->3 || 22:22->3->7->2,0.046667,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,2,INIT,MCF_PATH,4,9,100600.0,102434.814,102434.814,64256.0,0.6273,41216.0,64256.0,0.4024,0.6273,0,3,9|12|6,6:6->9->4 || 9:9->4 || 12:12->14->9->4,0.02,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,2,INIT,MCF_PATH,4,10,100600.0,118682.605,118682.605,92160.0,0.7765,115200.0,92160.0,0.9707,0.7765,0,4,24|10|11|23,10:10->4 || 11:11->14->10->4 || 23:23->10->4->7->2 || 24:24->23->10->4->7->2,0.06,1,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,2,INIT,MCF_PATH,4,7,100600.0,112156.236,112156.236,108544.0,0.9678,108544.0,108544.0,0.9678,0.9678,0,5,5|7|8|23|24,5:5->8->7->4 || 7:7->4 || 8:8->7->4 || 23:23->10->4->7->2 || 24:24->23->10->4->7->2,0.06,1,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,2,INIT,MCF_PATH,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,2,INIT,MCF_PATH,5,8,100600.0,36195.0,36195.0,25856.0,0.7144,25856.0,25856.0,0.7144,0.7144,0,1,5,5:5->8->7->4,0.026667,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,2,INIT,MCF_PATH,6,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,2,INIT,MCF_PATH,6,9,100600.0,27682.075,27682.075,20608.0,0.7445,20608.0,20608.0,0.7445,0.7445,0,1,6,6:6->9->4,0.02,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,2,INIT,MCF_PATH,6,10,100600.0,35368.2,35368.2,25216.0,0.713,25216.0,25216.0,0.713,0.713,0,1,15,15:15->6->10->3,0.056667,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,2,INIT,MCF_PATH,6,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,2,INIT,MCF_PATH,6,15,100600.0,33970.449,33970.449,25216.0,0.7423,25216.0,25216.0,0.7423,0.7423,0,1,15,15:15->6->10->3,0.06,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,2,INIT,MCF_PATH,7,8,100600.0,74839.269,74839.269,48640.0,0.6499,48640.0,48640.0,0.6499,0.6499,0,2,8|5,5:5->8->7->4 || 8:8->7->4,0.076667,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,2,INIT,MCF_PATH,9,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,2,INIT,MCF_PATH,9,14,100600.0,40008.787,40008.787,23040.0,0.5759,0.0,23040.0,0.0,0.5759,0,1,12,12:12->14->9->4,0.016667,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,2,INIT,MCF_PATH,10,14,100600.0,109010.515,109010.515,53504.0,0.4908,97792.0,53504.0,0.8971,0.4908,0,2,11|14,11:11->14->10->4 || 14:14->10->3,0.05,1,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,2,INIT,MCF_PATH,10,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
AttMpls,2,INIT,MCF_PATH,10,23,100600.0,64875.261,64875.261,61184.0,0.9431,39808.0,61184.0,0.6136,0.9431,0,3,24|25|23,23:23->10->4->7->2 || 24:24->23->10->4->7->2 || 25:25->23->10->3->1->2,0.04,0,0.8,0.0,0.5,0.5,0.0,5,0.0,0.0
